BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1275 [s. XIII (c1270)] ALFONSO X, General Estoria. Primera parte [España] [Pedro Sánchez Prieto-Borja, Alcalá de Henares, Universidad de Alcalá de Henares, 2002] Historia;ALFONSO X;;General Estoria. Primera parte;c1275[s. XIII (c1270)] ;Historia;España;"e veredes lo que yo faré en él e en su hueste; e sabrán los egipcianos que yo só Señor, ca lo non quieren aún saber. Moisén fizo con el pueblo assí como Nuestro Señor le mandó. En tod esto llegó mandado al rey Faraón quel dixo: — Señor, los de Israel escarneciénte, ca non se van pora'l mont a sacrificar al su Dios assí como dizién, e contra acá se tornan, e assí se libran en su andar que semeja que andan foídos. Estonces el rey e los suyos cuando esto oyeron mudáronseles los coraçones, e endureciógelos Nuestro Señor Dios, e repintiénse porque los";no;;;;;;
c1275 [s. XIII (c1270)] ALFONSO X, General Estoria. Primera parte [España] [Pedro Sánchez Prieto-Borja, Alcalá de Henares, Universidad de Alcalá de Henares, 2002] Historia;ALFONSO X;V;General Estoria. Primera parte;c1275[s. XIII (c1270)] ;Historia;España;tiemplos, e otrossí nos semeja que por esta razón misma paramos nós agora ante los altares en cuaresma los velos e en los otros tiemplos las fazalejas toda vía aderredor dell altar, porque non vean todos cómo sacrifica el sacerdot, como non es bien de veer la santa cosa los locos que se trabajan más de escarnecer d'ello que non de mesurar e entender qué quiere seer, e por esto es vedado oy al comunal de los legos de la nuestra ley que non entren a los destajos de las capiellas de los altares. Pues que vos avemos contado todas las cosas que Nuestro Señor mandó a Moisén que eran mester pora fazer el;si;no;si;infinitivo;animado;;
c1275 [s. XIII (c1270)] ALFONSO X, General Estoria. Primera parte [España] [Pedro Sánchez Prieto-Borja, Alcalá de Henares, Universidad de Alcalá de Henares, 2002] Historia;ALFONSO X;V;General Estoria. Primera parte;c1275[s. XIII (c1270)] ;Historia;España;menazólos que lo non fiziessen, si non que él los astragarié por ello, diziendo como por yura, yo só el vuestro Dios. Desí por fazerlos entendudos e recoñocedores de bien e mesurados e enseñados mandóles ques levantassen a los buenos omnes e canos, e onrassen a los viejos, e que non maltroxiessen nin escarneciessen all estraño avenidizo que morasse entr'ellos, mas quel toviessen por su natural e quel amassen como a sí mismos, e que les viniesse emiente  cómo fueran ellos avenedizos en Egipto, e que tal fiziessen a éstos cual quisieran que les oviessen fecho allá essos egipcianos que eran ý señores. E que fiziessen;transitivo;;;;;;
a1280 [finales del s. XIII o principos del s. XIV] ALFONSO X, General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés [España] [Pedro Sánchez-Prieto Borja/Bautista Horcajada Diezma, Madrid, Gredos, 1994] Historia;ALFONSO X;R;General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés;a1280[finales del s. XIII o principos del s. XIV] ;Historia;España;"e él mismo escarnecerá a los escarnidores e dará su gracia a los mansos;";transitivo;;;;;;
a1280 [finales del s. XIII o principos del s. XIV] ALFONSO X, General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés [España] [Pedro Sánchez-Prieto Borja/Bautista Horcajada Diezma, Madrid, Gredos, 1994] Historia;ALFONSO X;R;General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés;a1280[finales del s. XIII o principos del s. XIV] ;Historia;España;El torticiero testigo escarnece el juizio, e la boca de los de sin piedat traga la nemiga.;transitivo;;;;;;
a1280 [finales del s. XIII o principos del s. XIV] ALFONSO X, General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés [España] [Pedro Sánchez-Prieto Borja/Bautista Horcajada Diezma, Madrid, Gredos, 1994] Historia;ALFONSO X;R;General Estoria. Tercera Parte. Libros de Salomón: Cantar de los cantares, Proverbios, Sabiduría y Eclesiastés;a1280[finales del s. XIII o principos del s. XIV] ;Historia;España;Ca se maravillaron fasta en cabo de la venida del a quien escarnecieron en la postura mala en que le echaron, nin faziendo él a los derecheros como a los torticieros.;si;no;en;perfectivo;animado;;
c1280 [s. XIII (1280)] ALFONSO X, General Estoria. Cuarta parte. [España] [Pedro Sánchez-Prieto Borja, Alcalá de Henares, Universidad de Alcalá, 2002] Historia;ALFONSO X;V;General Estoria. Cuarta parte.;c1280[s. XIII (1280)] ;Historia;España;"ladrones que furtan de dia & de noche ouiessen entrado a ti. como callaries. non furtarien quanto les abondasse. Si uendimiadores entrassen a ti. si te non dexaran si al non razimos; Como escodrinnaron a & buscaron los sos ascondimientos fasta los terminos te echaron. & todos los uarones de la tu postura te escarnescieron. & los de la tu paz pudieron contra ti. Los qui combran contigo te assecharan. Non a saber en el. Dize el sennor. Si non destroyre los sabios de ydumea en aquel dia. & el saber del monte de Esau. & auran miedo de parte de medio dia los tos fuertes que los mate";transitivo;;;;;;
c1280 [s. XIII (1280)] ALFONSO X, General Estoria. Cuarta parte. [España] [Pedro Sánchez-Prieto Borja, Alcalá de Henares, Universidad de Alcalá, 2002] Historia;ALFONSO X;V;General Estoria. Cuarta parte.;c1280[s. XIII (1280)] ;Historia;España;"part. & dixo estonces Neemias. dios nuestro sennor; tu oy estas palabras. Ca fechos somos desprecio. & este denosto tal torna sobre la su cabeça dellos. & adulos a desprecio en tierra de catiuidad en que cayan. Ni les encrubas tu la su maldad nin ge la perdones porques rien & escarnescen de los que fazen algo. Despues desto dize Neemias en su razon. & nos fiziemos nuestro muro que lo non dexamos /2/ por ellos & ayuntamosle todo fasta medio. & auiuos el pueblo todo a labrar de coraçon. & quando oyeron de cabo. Sanaballath. & thobias & los de arauia.";si;no;si;imperfectivo;animado;;
c1280 [s. XIII (1280)] ALFONSO X, General Estoria. Cuarta parte. [España] [Pedro Sánchez-Prieto Borja, Alcalá de Henares, Universidad de Alcalá, 2002] Historia;ALFONSO X;V;General Estoria. Cuarta parte.;c1280[s. XIII (1280)] ;Historia;España;non ayuntes nin ates en uno dobles peccados. ca non seras libre nin en uno. Non quieras seer flaco en to coraçon. Nin desprecies rogar a dios & fazer elmosna. Nin digas otrossi por muchedumbre de mios dones me catara dios. & offresciendogelos yo me recibra el que es el muy alto dios. Non escarnescas all omne quandol uiniere porque sea la su alma en amargura. Ca dios de los entendudos es qui omilla & exalta a quien pesarie por uentura. Non quieras amar mentira contra to hermano nin contra to amigo. Non quieras amar mentir toda mentira. ca ell uso desto non es bueno cutiano. Non quieras;transitivo;;;;;;
1292-1293 [s. XV] ANÓNIMO, Castigos del rey don Sancho IV [España] [Hugo Óscar Bizzarri, Frankfurt am Main-Madrid, Vervuert-Iberoamericana, 2001] Educación;ANÓNIMO;R;Castigos del rey don Sancho IV;1292-1293[s. XV] ;Educación;España;Mío fijo, pues que eres christiano oye bien las oras así commo las deue oýr todo buen christiano. E mientra que estudieres en ellas no quieras estar fablando con otro, nin reyendo, nin escarnesçiendo por que dieses a entender que non estauas ý de buen coraçón, e lo que fazías que lo fazías a despreçiamiento de las oras de Dios e de la iglesia. Cree, segund dize en las Decretales, que vna iglesia es por todo el mundo, e ésta es la iglesia de que Nuestro Sennor Ihesu Christo fue sacerdote;si;no;no;gerundio;;;
1292-1293 [s. XV] ANÓNIMO, Castigos del rey don Sancho IV [España] [Hugo Óscar Bizzarri, Frankfurt am Main-Madrid, Vervuert-Iberoamericana, 2001] Educación;ANÓNIMO;R;Castigos del rey don Sancho IV;1292-1293[s. XV] ;Educación;España;E estando allí toda la noche esperando quándo saliría ella, e non quiso Dios que lo ella pudiese fazer, segund ya oýstes. E desque el cauallero vio que el día era claro e que lo veríen los omes e seríe descobierto, fuese su vía quexándose mucho en el coraçón e teniendo que le auía la monja escarnesçido. Que así commo el diablo de primero guisara que se acordase el coraçón del cauallero e de la monja de so vno para fazer anbos mal de su fazienda, Nuestro Sennor Ihesu Christo, que sienpre fue e es contrario del diablo e de las sus obras, desuió e desfizo todo lo que el diablo auíe fecho. Ca;transitivo;;;;;;
1300 [finales del s. XIII] ANÓNIMO, Fuero de Alarcón [España] [CORDE, Madrid, Real Academia Española, 2000] Justicia, legislación;ANÓNIMO;V;Fuero de Alarcón;1300[finales del s. XIII] ;Justicia, legislación;España;dias de las mugeres entrare en el el banno o en alguna casa del banno, peche .X. morauedis. (d) E quien a * muger assechare en banno, peche .X. morauedis. (e) E si muger alguna en los dias de los uarones entrare en el banno o de noche hy fallada fuere e escarneçida, o fuerça·l fizieren, non peche calonna ninguna, ni ixca por henemigo. (f) E baron que en el dia de las mugeres fuerça fiziere o desonrrare, ssea despennado.;transitivo;;;;;;
c1300-1325 [finales del s. XIV o principios del s. XV] ANÓNIMO, Cuento muy fermoso de Otas de Roma [España] [Herbert L. Baird, Jr., Madrid, Real Academia Española, 1976] Novela;ANÓNIMO;R;Cuento muy fermoso de Otas de Roma;c1300-1325[finales del s. XIV o principios del s. XV] ;Novela;España;por la vuestra grant virtud, que vos vengastes de Luçifer el traidor, que sse vos quiso egualar en paraýso, e lo derribastes de allá ssuso con quantos sse conél  tovieron, que ante eran ángeles e fueron perdidos, Glorioso Rey Espiritual, tú que te asý vengaste, non sufras que este desesperado traidor me escarnesca, e toma dél vengança dela traiçión que fizo a ssu hermano, e del hermitaño que agora mató. Traidor —diz Florençia—, mal as fecho deste santo hermitaño que as muerto, ca pesará ende a Dios. Ora puedes dezir que mal erraste.;transitivo;;;;;;
1300-1305 [último tercio del s. XV] ANÓNIMO, Libro del cavallero Cifar [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Novela;ANÓNIMO;R;Libro del cavallero Cifar;1300-1305[último tercio del s. XV] ;Novela;España;Dize la historia que quando la dueña vido que los marineros movían su nave & no tornavan por su marido, tuvo que era caída en malas manos y que la querían escarnecer. & con gran angustia y pesar que tenía en su coraçón, fue para se derribar en la mar & atal fue su ventura que, en dexándose caer, rebolviose su cinta en una cuerda de la nave. & los marineros, quando la vieron caer, fueron a ella corriendo y halláronla colgada & tomáronla &;transitivo;;;;;;
1300-1305 [último tercio del s. XV] ANÓNIMO, Libro del cavallero Cifar [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Novela;ANÓNIMO;R;Libro del cavallero Cifar;1300-1305[último tercio del s. XV] ;Novela;España;Y ella, quando esto oyó, agradeciolo mucho a Dios, mas dubdava, ca por ventura pensó que era falsedad que dezían aquellos malos, que la llamavan para escarnecerla, & no osó salir hasta que oyó otra boz, que le dixo:;transitivo;;;;;;
1300-1305 [último tercio del s. XV] ANÓNIMO, Libro del cavallero Cifar [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Novela;ANÓNIMO;R;Libro del cavallero Cifar;1300-1305[último tercio del s. XV] ;Novela;España;— Señor —dixo ella—, por sus pecados matáronse unos con otros, queriéndome hazer gran falsedad & gran enemiga y escarnecerme, ca assí gelo puso el diablo en los coraçones.;transitivo;;;;;;
1300-1305 [último tercio del s. XV] ANÓNIMO, Libro del cavallero Cifar [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Novela;ANÓNIMO;R;Libro del cavallero Cifar;1300-1305[último tercio del s. XV] ;Novela;España;"y pequeños, y no esquivos. & devéis honrar a las dueñas & a las donzellas sobre todas las cosas &, quando oviéredes de fablar con ellas, devéis os guardar de dezir palabras torpes & nescias que luego vos reprehenderán, que ellas son mucho apercebidas en parar mientes en lo que los hombres dizen y en escarnescer las palabras, que, quando ellas fablan, dizen pocas palabras & muy afeitadas & con gran entendimiento, e a las vezes con puntos de escarnio y de reprehensión; & no es maravilla, que no estudian en otra cosa. Otrosí devéis ser acostumbrados en dançar y en jugar cañas y en caçar y en jugar tablas &";transitivo;;;;;;
1300-1305 [último tercio del s. XV] ANÓNIMO, Libro del cavallero Cifar [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Novela;ANÓNIMO;R;Libro del cavallero Cifar;1300-1305[último tercio del s. XV] ;Novela;España;Y él se apartó, no le entendiendo el engaño en que lo traía el conde con arte, e començó el conde a escarnecer & a dezir mucho mal entre sí. E al rey plazíale mucho porque quería quemar a su hija, diziendo que era loco. Y el conde se fue allí do estava todo el pueblo & començó de hablar con todos los que allí estavan & díxoles assí:;si;no;no;infinitivo;;;
a1300 [s. XVI (1503)] ANÓNIMO, El caballero del cisne [España] [Louis Cooper, Bogotá, Instituto Caro y Cuervo, 1979] Novela;ANÓNIMO;R_manual;El caballero del cisne;a1300[s. XVI (1503)] ;Novela;España;"— ¡Ay, traidor!, porque piensas que me escarneciste me fablas  ansí en escarnio, e en movimientos de pleytesía e de omenajes. No es esto nada, ca verás agora esta sangre que de mí se va, e este destorpamiento que crees que me has fecho, quán caramente lo comprarás luego aquí; que para el nombre de Dios, essa tu mesma cabeça levaré agora";transitivo;;;;;;
1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos;MANUEL, JUAN ;R;El Conde Lucanor;1325-1335[finales del s. XIV  o principios del s. XV] ;Relatos;España;l sancto et bienaventurado rey don Ferrando de cuantas buenas conquistas fizo, loan a mí diziendo que fiz muy buen fecho porque añadí aquello en los capiellos et en las pihuelas. Et porque yo entiendo que este alabamiento más se me torna en denuesto que en alabamiento ruégovos que me consejedes en qué manera faré por que non me escarnezcan por la buena obra que fiz.;transitivo;;;;;;
1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos;MANUEL, JUAN ;R;El Conde Lucanor;1325-1335[finales del s. XIV  o principios del s. XV] ;Relatos;España;Et desque aquel rey ovo acabada la mezquita et fecho aquel tan buen añadimiento, dixo que pues fasta entonce lo loavan escarniciéndolo del añadimiento que fiziera en el albogón, que tenía que de allí adelante lo avían a loar con razón del añadimiento que fiziera en la mezquita de Córdova.;transitivo;;;;;;
1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos;MANUEL, JUAN ;R;El Conde Lucanor;1325-1335[finales del s. XIV  o principios del s. XV] ;Relatos;España;Et fue depués muy loado. Et el loamiento que fasta estonce le fazían escarniciéndolo fincó depués por loor. Et hoy en día  dizen los moros cuando quieren loar algún buen fecho: «Este es el añadimiento de Alhaquem».;transitivo;;;;;;
1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos;MANUEL, JUAN ;R;El Conde Lucanor;1325-1335[finales del s. XIV  o principios del s. XV] ;Relatos;España;Et vós, señor conde, si tomades pesar o cuydades que vos loan por vos escarnecer del añadimiento que fiziestes en los capiellos et en las pihuelas et en las otras cosas de caça que vos fiziestes, guisad de fazer algunos fechos grandes et buenos et nobles, cuales pertenescen de fazer a los grandes omnes. Et por fuerça las gentes avrán de loar los vuestros buenos fechos, assí commo loan agora por escarnio;transitivo;;;;;;
1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos;MANUEL, JUAN ;R;El Conde Lucanor;1325-1335[finales del s. XIV  o principios del s. XV] ;Relatos;España;Qui escarnece de la lisión o mal que viene por obra de Dios non es seguro de non acaescer a él.;si;no;si;imperfectivo;animado;;
