EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
48;01/11/1986 , ABC, 01/11/1986 [España] [Madrid, Prensa Española, S.A., 01/11/1986] Literatura;NA;ABC, 01/11/1986;1/11/86;Literatura;España;"la serie Carvalho y las novelas de Vizcaíno Casas: unas y otras se sirven de una debilísima trama narrativa para exponer, en clave humorística, las posiciones de sus respectivos autores sobre la vida española actual; unas y otras se caracterizan por una vulgaridad espesa; unas y otras se permiten los recursos más burdos para hacer reír al lector; unas y otras, en fin, está mal escritas y mal narradas. (Tanto Vázquez Montalbán como Vizcaíno Casas, por otra parte, parecen escribir desde la falta de esperanza en la posibilidad de que las ideas que sustentan puedan encontrar alguna vez apoyo mayoritario.)";1986;si;no;;;;causativa;
49;01/11/1997 , El País, 01/11/1997 [España] [Madrid, Diario El País, S.A., 01/11/1997] Escena;NA;El País, 01/11/1997;1/11/97;Escena;España;"con genio: Pavlowski, por ejemplo; y algunas de las nuevas queens de cabaret—, es la de reírse en la comicidad estudiada, imitada de Les Luthiers en lo que se refiere al texto, y de admirarse ante la impostación de la voz que convierte a estos hombres en tiples o sopranos. No sentí en ningún momento ni ganas de reírme ni emoción artística: más bien un respeto ante el duro trabajo y por las calidades de imitación de aquello que no se es.";1997;si;si;no;infinitivo;animado;;
50;01/12/1984 , El País, 01/12/1984 [España] [Madrid, Diario El País, S.A., 01/12/1984] Literatura;NA;El País, 01/12/1984;1/12/84;Literatura;España;corazón del ordenanza había comenzado a anidar una clase de amor insospechado que la imaginación disparó hacia lugares de ultramar. Aquella mañana llegó a la oficina totalmente feliz ya que la vida había adquirido para él cierto sentido. — Gómez, lleve este sobre al despacho del apoderado. — Sí, señor. — ¿De qué se ríe? — No es nada. Perdón. — Está usted muy contento. ¿Le ha ocurrido algo agradable? — Sí, señor. — Le felicito. Que sea enhorabuena, Gómez. El ordenanza no se atrevió a confesar a su jefe inmediato que acababa de conocer a una chica bellísima y que ella se le;1984;si;si;si;imperfectivo;animado;;
51;01/12/1984 , El País, 01/12/1984 [España] [Madrid, Diario El País, S.A., 01/12/1984] Política;NA;El País, 01/12/1984;1/12/84;Política;España;"capitalinos —y no sólo de la capital del Estado— se alude a las cuestiones nacionales en España no se cierre la lista en vascos y catalanes —curiosamente, dos sociedades burguesas de corte europeo central, es decir, desarrolladas—. Esa omisión o negación por desconocimiento, contemplada desde aquí, en Galicia, nos hace reír entre nosotros y exclamar: ""Deixa, ti deixa..."". No se sorprendan: lo que en las mentalidades gallegas conservadoras y pequeñoburguesas suscita rubor y vergüenza de sí mismo, en los gallegos de izquierda suele suscitar sonrisa o franca risotada. Pero ya me estoy liando, porque si no se sabe con certeza lo";1984;si;no;;;;causativa;
52;01/12/1985 , El País, 01/12/1985 [España] [Madrid, Diario El País, S.A., 01/12/1985] Arte y cultura en general;NA;El País, 01/12/1985;1/12/85;Arte y cultura en general;España;sobre nuestro siglo. Sin embargo, le veía poco en estos últimos años en que se había convertido en uno de los personajes clave de la intelligentsia parisina. La última vez que le vi, con ocasión de su entrada en la Academia Francesa, no pudo evitar, bajo los bordados del habit vert, mirarme sin retener sus ganas de reír. A menudo nos entendíamos de esta manera, sin necesidad de hablarnos. Su capacidad de penetración en la psicología de su interlocutor tenía algo de prodigio. Conocía a Braudel desde 1945. Durante largos años. A decir verdad, hubiéramos podido conocernos antes. Sólo tenía 4 años más que yo y desde los años 30 nos interesábamos los dos por;1985;si;no;no;infinitivo;animado;;
53;01/12/1986 , El País, 01/12/1986 [España] [Madrid, Diario El País, S.A., 01/12/1986] Testimonios varios;NA;El País, 01/12/1986;1/12/86;Testimonios varios;España;, repite Manuel Abad —autor del vídeo Denantes, un alucinante viaje por el suicidio, y hoy realizador de televisión—, que es quien me cuenta esa enigmática historia. Estamos en una sala de posproducción, con media docena de pantallas a unas cuartas de las narices. Hemos hecho un alto en el trabajo. Reímos con otra historia. Formaba yo parte de la primera expedición gallega que en 1982 viajó en el motopesquero Xurelo hasta la fosa atlántica para protestar en caliente por el vertido de residuos radiactivos que efectuaban dos mercantes belgas. Navegamos durante tres días mar adentro, y sobre aquel prodigioso cascarón, destinado a pescar en la calma de las rías;1986;no;;;;;;
54;01/12/1987 , El País, 01/12/1987 [España] [Madrid, Diario El País, S.A., 01/12/1987] Literatura;NA;El País, 01/12/1987;1/12/87;Literatura;España;"Soy el primer moro del mundo que recibe este premio. En castellano, riendo y con un brillo de malicia en los ojos, Tahar Ben Jelloun, de 42 años, insiste: ""El primer moro"". Nacido en Fez, bajo dominación francesa, educado desde los siete años en Tánger, bajo dominación española, Ben Jelloun se siente muy próximo de España y de la cultura hispánica. Hace 15";1987;si;no;no;gerundio;animado;;
55;01/12/1988 , El País, 01/12/1988 [España] [Madrid, Diario El País, S.A., 01/12/1988] Escena;NA;El País, 01/12/1988;1/12/88;Escena;España;para dar sensación mayor de misterio y de automatismo y lejanía, según ha visto la dirección de Juan Margallo —coautor del texto, con Petra Martínez—. Luego hay una mayor comodidad en ellos y en su compañero Alfonso Asenjo, a medida que se acerca el momento del chiste y el final. A los espectadores pareció gustarles todo, se rieron con la gracia, y aplaudieron a los actores, autores, director, escenógrafo músico...;1988;si;si;con;perfectivo;animado;;
56;02/01/1995 , La Vanguardia, 02/01/1995 [España] [Barcelona, T.I.S.A, 1994] Arqueología;NA;La Vanguardia, 02/01/1995;2/1/95;Arqueología;España;"los bares expenden chatos y tapas sabrosas"". Pero Giorgio se murió antes del hallazgo de los fósiles de dinosaurios, cuando decía que Morella es la capital del Maestrazgo entendido como comarca turística. ¿Le pondría buena cara a la idea de proclamar a Morella capital de los dinosaurios?. ¡Cualquiera sabe; a lo mejor se reía!.";1995;si;si;no;imperfectivo;animado;;
57;02/02/1985 , El País, 02/02/1985 [España] [Madrid, Diario El País, S.A., 02/02/1985] Ejército, ciencia militar;NA;El País, 02/02/1985;2/2/85;Ejército, ciencia militar;España;", era burgués"". Falso. Casado, al retratarlo así, demuestra que no lo conocía. Recuerdo que en cierta ocasión comenté al coronel Barceló que si nuestra lucha se desarrollara en el siglo pasado el general Riego sería nuestro mejor valedor. Me contestó que también podría ser que en él hubiera reencarnado Riego. Nos reímos mutuamente, pero lo que ignorábamos entonces era que ambos tendrían un paralelismo dramático: Riego, traicionado por el general Ballesteros y ahorcado en Madrid; el coronel Barceló, traicionado por el general Casado y fusilado en Madrid. Militarmente era de gran capacidad de mando y organización: transformó a los incoherentes batallones de milicias de la";1985;si;si;no;perfectivo;animado;;
58;02/02/1986 , El País, 02/02/1986 [España] [Madrid, Diario El País, S.A., 02/02/1986] Política;NA;El País, 02/02/1986;2/2/86;Política;España;"existe"", señala, ""es la llamada cesantía, que es un porcentaje que puede llegar a ser del 80% del sueldo de un año si se cumplen una serie de años de mandato. Se recibe como una especie de indemnización por despido procedente o improcedente al terminar, pero nada más que eso"", dice riéndose. Garaikoetxea trabaja sólo, ya que ni siquiera tiene una secretaria que ordene sus papeles, clasifique la correspondencia o simplemente dé contestación a algunas de las numerosas cartas y llamadas telefónicas recibidas. ""Tengo"", afirma, ""los buenos oficios de mi mujer, que me ayuda como tal, y mi anterior secretaria, que esporádicamente";1986;si;si;no;imperfectivo;animado;;
59;02/02/1988 , El País, 02/02/1988 [España] [Madrid, Diario El País, S.A., 02/02/1988] Arte y cultura en general;NA;El País, 02/02/1988;2/2/88;Arte y cultura en general;España;"relaciones"", dice. ""Varío poco mi aspecto, por ejemplo, pero no es algo hecho a propósito, es algo natural en mí. De vez en cuando hago cambios, pero son siempre mínimos. El día que me pinte el pelo de rubio..."", y no termina la frase, de sólo pensarlo suelta una carcajada. Ríe con facilidad, sobre todo cuando bromea sobre sí misma. Su trabajo como diseñadora de joyas también nació de esa tendencia suya a lo perdurable, a las líneas clásicas con un toque personal. ""Las joyas no son efímeras, como la moda. Es algo que siempre ha estado muy presente para mí. Prefiero las cosas";1988;si;no;no;imperfectivo;animado;;
60;02/02/1988 , El País, 02/02/1988 [España] [Madrid, Diario El País, S.A., 02/02/1988] Lingüística y lenguaje;NA;El País, 02/02/1988;2/2/88;Lingüística y lenguaje;España;"que otra expresión argentina, pero con mucha propiedad. En su opinión, ha llegado finalmente la hora latina a Estados Unidos, aunque lamenta que los norteamericanos de habla hispana hablen un idioma irreconocible. ""Hay una fiebre de lo latino ahora en Estados Unidos. A mí me conviene, con la cara que tengo"", comenta riendo. ""Tenía que llegar el momento de que valoren esta cultura en Estados Unidos, donde cerca del 20% de la población es de origen latino. Deberían sentirse orgullosos de sentirse españoles, pero no lo están"". ""A veces he hecho galas en esta dirección porque lo latino está muy devaluado allá. La televisión en castellano";1988;si;no;no;gerundio;animado;;
61;02/02/1988 , El País, 02/02/1988 [España] [Madrid, Diario El País, S.A., 02/02/1988] Política;NA;El País, 02/02/1988;2/2/88;Política;España;"que el hostigado judío hace al mundo es si no tiene él, como los cristianos, ""manos, órganos, proporciones, sentidos, emociones, pasiones"". Pero luego añade, en ese mismo turno de quejas: ""¿Si nos hacéis un corte, no sangramos? ¿Si nos hacéis cosquillas, no reímos? ¿Si nos envenenáis, no nos morimos? Y si nos ultrajáis, ¿no habremos de vengarnos?"". Yo temo la venganza del político envenenado por la diferencia. Bien pensado, ¿conocemos las armas de que dispone un poderoso ultrajado? Por eso cada vez que sale a la luz una nueva aventura, un";1988;cita;no;no;imperfectivo;animado;;
62;02/02/1989 , El País, 02/02/1989 [España] [Madrid, Diario El País, S.A., 02/02/1989] Arte y cultura en general;NA;El País, 02/02/1989;2/2/89;Arte y cultura en general;España;"la historia, de la literatura y de la política, serie que inició con los hombres de la Revolución Francesa y con Cicerón. El movimiento neodadaista Fluxus constituye su principal substrato artístico e inspira su concepción de la vida. ""Mi actitud sigue siendo Fluxus. Creo que Maciunas era como Don Quijote. Todo el mundo se ríe de ellos, pero son muy serios. La actitud Fluxus es la del pequeño que lucha y se enfrenta con el grande. En el fondo, los dos son Fluxus, los dos son marxistas anacrónicos. Yo también me considero como el más pequeño de los que hacen televisión frente al gran poderío de la industria televisual,";1989;si;si;si;imperfectivo;animado;;
63;02/02/1995 , La Vanguardia, 02/02/1995 [España] [Barcelona, T.I.S.A, 1995] Arte y cultura en general;NA;La Vanguardia, 02/02/1995;2/2/95;Arte y cultura en general;España;"en sus textos, más elaborados, con más intención que en las obras anteriores. Lo que ocurre es que la risa es un misterio. Algo que se produce sin que, en ocasiones, sepamos muy bien por qué. Fíjate, hay una escena en que a Marina la violan ciento cincuenta veces, y la gente se ríe, incluso a su pesar. Otras veces el público ríe cuando dices una frase que has escrito con toda la gravedad del mundo, y cuando acabas una escena humorística la sala está seria...""";1995;si;si;si;imperfectivo;animado;;Hay un par mínimo
64;02/02/1995 , La Vanguardia, 02/02/1995 [España] [Barcelona, T.I.S.A, 1995] Economía y hacienda;NA;La Vanguardia, 02/02/1995;2/2/95;Economía y hacienda;España;JORDI RIERA;1995;no;;;;;;
65;02/02/1995 , La Vanguardia, 02/02/1995 [España] [Barcelona, T.I.S.A, 1995] Ejército, ciencia militar;NA;La Vanguardia, 02/02/1995;2/2/95;Ejército, ciencia militar;España;Representantes de los países garantes del protocolo de Río, durante su reunión de ayer. ALAOR FILHO. AP;1995;no;;;;;;
66;02/02/1995 , La Vanguardia, 02/02/1995 [España] [Barcelona, T.I.S.A, 1995] Medios de comunicación;NA;La Vanguardia, 02/02/1995;2/2/95;Medios de comunicación;España;"Los viejos progres jamás se rinden. Con esta declaración solía firmar sus dedicatorias Jaume Perich. La firma, simple: ""el Perich"". El humorista, quizás el más ácido y mordaz con el que nos reímos durante los últimos tiempos del franquismo, la transición y hasta ayer mismo, treinta años en total, no se consideraba a sí mismo un genio aunque lo fuera. Por eso firmaba ""el Perich"". Ayer, a las seis y media de la tarde, Jaume Perich fallecía en el hospital de la Aliança de Mataró a los";1995;si;si;con;perfectivo;animado;;
67;02/02/1995 , La Vanguardia, 02/02/1995 [España] [Barcelona, T.I.S.A, 1995] Meteorología;NA;La Vanguardia, 02/02/1995;2/2/95;Meteorología;España;Un holandés cruza una carretera en la población de Venlo, cerca de Alemania, inundada por el río Mosa. PAUL KUIT. AP;1995;no;;;;;;
68;02/02/1996 , ABC Cultural, 02/02/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 02/02/1996] Escena;NA;ABC Cultural, 02/02/1996;2/2/96;Escena;España;posibilidad de mirarse a sí misma y a su entorno con una inteligente distancia. Cuando alcanza su consagración en los escenarios de la posguerra, aparece como un punto de fuga entre la propaganda del régimen y la veda de un teatro social, mantenido fuera de juego por la censura. Aunque pudiera coincidir con la voluntad oficial de hacer reír desde los escenarios, no sería justo atribuir a esta extensa corriente que oxigena el teatro español de los años 50 y 60 una voluntad colaboracionista.;1996;si;no;;;;causativa;
69;02/03/1980 , El País, 02/03/1980 [España] [Madrid, Diario El País, S.A., 02/03/1980] Política;NA;El País, 02/03/1980;2/3/80;Política;España;Reflexionando sobre los avatares de la votación autonómica, hemos podido observar que la mayor contribución al sí ha venido de la gente. Y entiendo por gente a los que no están encuadrados en nada, sino que simplemente actúan, deambulan, ríen, lloran, esperan... La palabra pueblo ha sido ya decantada por la clase política y no nos podemos fiar de su amplitud. Pues bien, esta gente, que estaba profundamente desencantada (muchos ni siquiera se «encantaron» la primera vez), la que se ha echado a la calle contra viento y marea (en el sentido;1980;si;no;no;imperfectivo;animado;;
