BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1407-1463 [s. XV (1460-1463)] PADILLA, JUAN DE, «Sin título»(Cancionero de Estúñiga) [España] [Madrid, Alhambra, 1987] Verso;;PADILLA, JUAN DE;Sin título(Cancionero de Estúñiga);c1407-1463[s. XV (1460-1463)] ;Verso;España;"quien a lobos mató lobos lo auían de comer"".  Marauíllome de ty, pues sabías su mal usar e quánto mal fue tractar a otros et a ti et a mí, quál coraçón te sofría de escuchar lo que fablaua al traydor que a la Caua echó a quien lo seruía.   Dizes que por muy burlado del sennor Rey se tennía, por auerle por tal uía visto et dissimulado; non dubdo, antes comido, de lo él asý fazer, que, segund mi entender, bien tien el pan partido.   Pves el Conde fauorable non le fue, te digo, a osadas, que, de quantas sofrenadas rescibió,";no;;;;;;
c1407-1463 [s. XV (1460-1463)] PADILLA, JUAN DE, «Sin título»(Cancionero de Estúñiga) [España] [Madrid, Alhambra, 1987] Verso;R;PADILLA, JUAN DE;Sin título(Cancionero de Estúñiga);c1407-1463[s. XV (1460-1463)] ;Verso;España;"a gallo, él que non ouo mesura de poner tanta tristura como ay por su contrallo.   Dizes que non falló nada en mi primo, aunque lo viera; ya del todo va de fuera pues allí non ouo entrada; mas sy él lo conosció, lo qual yo non contradigo, calla callando me obligo que alguna vez lo burló.  Mas sy yo lo barruntara quando a mí uino el traydor, yo l' fiziera tal honor que a cuestas lo leuara; aunque ayunara el auiento, yo te digo, syn dubdar, quel' fiziera sorrabar de los perros más de ciento.   Mvy grand yerro conoscido es fazer bien al que miente, que";transitivo;;;;;;
c1407-1463 [s. XV (1460-1463)] CARVAJAL, «Sin título»(Cancionero de Estúñiga) [España] [Madrid, Alhambra, 1987] Verso;R;CARVAJAL;Sin título(Cancionero de Estúñiga);c1407-1463[s. XV (1460-1463)] ;Verso;España;.    E con esta conclusión solté mis uelas al ueiento, mas, creciéndome pasión, con dudosa saluación de todo mi pensamiento, syn otra rasón pensar nin mal que pueda seguir, porque más graue passar, muy luenga uida penar que breue muerte morir.  ¿Sabes que me acuerdo agora de aquel tiempo que io burlaua de los que siruen sennora nin quien ýdolas adora nin de amores se quexaua? Mas agora, claramente, por mi mal ueo el ageno, que la pena del padesciente,  si es de amor mucho feruiente, es maior quella del infierno.  Pves uengamos al effecto de secreta execución, porque amor mucho;intransitivo;no;si;imperfectivo;animado;;
c1407-1463 [s. XV (1460-1463)] TORRE, FERNANDO DE LA, «Sin título»(Cancionero de Estúñiga) [España] [Madrid, Alhambra, 1987] Verso;;TORRE, FERNANDO DE LA;Sin título(Cancionero de Estúñiga);c1407-1463[s. XV (1460-1463)] ;Verso;España;"Muchas uezes acaesçe contra uoluntad tratar porqu'el tiempo lo offresce, el qual lo fase dexar; asý que deue mirar la que fuere requestada cómo no quede burlada.";no;;;;;;
c1407-1463 [s. XV (1460-1463)] TORRE, FERNANDO DE LA, «Sin título»(Cancionero de Estúñiga) [España] [Madrid, Alhambra, 1987] Verso;;TORRE, FERNANDO DE LA;Sin título(Cancionero de Estúñiga);c1407-1463[s. XV (1460-1463)] ;Verso;España;Porque se suele fazer, al tiempo que las reclaman, quando se dan a creer que muy de ueras las aman, mas, después de bien burladas, dizen estas palabras:;no;;;;;;
1411-1412 [s. XV (1448)] SAN VICENTE FERRER, Sermones [España] [Pedro M. Cátedra, Salamanca, Junta de Castilla y León, 1994] Religión;V;SAN VICENTE FERRER;Sermones;1411-1412[s. XV (1448)] ;Religión;España;E estonce el buen omne de Josep bolvióse a la Virgen María e dixo: — «E, ay, bendicha, ¿non vos lo dixe yo que todo el mundo burlaría e escarnesçería de nos? Ay, mesquino, ¿e qué faré agora?».;si;no;si;imperfectivo;animado;;
1411-1412 [s. XV (1448)] SAN VICENTE FERRER, Sermones [España] [Pedro M. Cátedra, Salamanca, Junta de Castilla y León, 1994] Religión;V;SAN VICENTE FERRER;Sermones;1411-1412[s. XV (1448)] ;Religión;España;Buena gente, catad que así como nasçió a la media noche, catad que la noche tornó tan clara como el día. E catad que la gente que estava velando en la çibdat que unos estavan labrando de sus ofiçios e otros jugando e otros burlando, catad que éstos vieron la claridat e dixieron: — «¡Hiuy! ¿E qué cosa es ésta tan clara? Ca aún es poco más de la media noche e paresçe que es el día claro». En tanto que el murmurio fue tan grand que los que velavan despertavan a los que dormían por que;si;no;no;gerundio;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"E sallo Loth e dixolo a sus yernos que auian casado con otras sus fijas, e dixo les: leuantad vos e sallid de este logar, ca lo quiere el Señor distruyr; e burlaron dello sus yernos; e asy como fue el alua e quexoron los angeles a Loth disiendole: leuantate, toma / tu muger e estas dos fijas que aqui son de presente, por tal que non seas tajado por el pecado de los de este lugar.";si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;Dixo Jacob a Rrebeca su madre: pues Ysau, mi hermano, es varon velloso e yo so / varon sin vello, quiçab me tentara mi padre e imaginara que le burlo, e adosire sobre mi maldiçion e non bendicion.;transitivo;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"Aqui notan que en dezir de poder de la sarna, que tanbien los magos ouieron sarna, e en dezir que fue la sarna en todos los egipçianos, que ellos bien sufrieran e encubrieran su passyon por burlar de Moysen; pero non pudieron los magos estar ante Moysen de verguença que cobraron sarna, e ençerraronse en sus celdas de verguença, asy de Moysen como de los egipçianos.";si;no;si;infinitivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;De aqui notan que Getro non dexo ydolo nin Dios que non seruio, e sopo el estilo dellos e cognosçio ser todos burla a conparaçion de este Adonay.;no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;dizen que este angel que aqui dizia que enbiaria e los pornia en cobro dentro en tierra de promission, que quiere dezir propheta, e que non es de marauilla en que angel se tome por propheta, que pues el propheta vee el angel que sea el mismo llamado angel, dize en fin de los Reyes: burlauan de los angeles de Dios, quasy diga de los prophetas. Otros dizen que en estas formales palabras deste texto que dixo: ahe,  que yo enbiare el mi angel de delante de ti para te guardar e traher al logar que prepare, que intento Moysen la spiritual vida del alma angelical con los angeles;si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;por quanto en los antigos tienpos seruian a los demonios  e gloreficauan las sus figuras, e dizian que las cabras e cabrones tenian figura de demonios, e do quier que las veyan adorauan las e non las matauan nin comian, e la santa ley, estos yerros tan magnos tirando, mando que para en prueua de estas opiniones ser burla e que los demonios non les podian ningund daño fazer, mando que syn ningund miedo cabrones e cabras degollasen e sacreficasen.;no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"vestimentas asy tintas sy sastifaremos con ellas aquella çirimonia que nos dexiste de las frimias?, a lo qual Moysen respondio que por todas las vestimentas asy tintas ser, que en togar de merçed auian ende pecado; e luego el Chore, en presençia de toda la republica de Israel dixo asy: señores, veed que burla de esta musayca ley, que por tan sola mente las frimias desta vestimenta ser asy tintas, dize que es conplido el mandamiento de la ley, e por todas ser cardenas tintas, dize ser quebrantado; e fizole asy otras preguntas e habusiones, ymaginando la ley derrocar con grande tirania, / que difiniçion de";si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;que tanxo en hueso de omne, se entiende dos cosas: o que era luxurioso con su misma muger del omne, que la muger llamo Adam huesso de mis huessos e carne de la mi carne, o que non tan sola mente dize ser pecado mortal dormir con agena muger, mas tan sola mente yr burlar con ella e tañerla e tocar en ella, que es pecado mortal. Dixo en los ensienplos Salamon: asy es el que va a la muger del su proximo que / jamas non es perdonado quien en ella toca. Ensienplo de Joseph, el tribu que non quiso dormir con la muger de su señor nin;si;no;con;infinitivo;impersonal;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;de Israel, de notar conuiene, que quien mal quier dezir, sienpre falla que diga, pero al mal dezir, la verdat lo refrena, conuiene saber: que Israel gloreficandose en ser en puridat / e en innoçençia de fornicaçion esta israelita nasçion lo mejor de todas las naçiones del mundo, todas las nasçiones burlauan dellos diziendo como las mugeres que en su libre poderio son, non son los omnes seguros de la su castidat a los sus maridos guardar, mayor mente aquellas mugeres que sus maridos e ellas a los egipçianos catiuos eran, e mayor mente vna gente seyendo la mayor fornicadora del mundo, que se deue presumir;si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"seruiçio deste Adonay, vuestro Dios, que sy non lo andouieredes diestros, tienevos al presente vna fuerte prenda, conuiene saber: que pues de los çielos vos tiene de venir el agua, non vos podedes acorrer al regar; e, con tanto, por espirençia veredes que este Dios non es de burlar con el, e que vos castigara quando lo mereçieredes e vos proveera quando lo mereçieredes; poder de lo tal non tiene ninguno de aquellos que vos fasta aqui dioses llamauades. E esta opinion o glosa segunda faze como mas verdat que la primera, lo que dize e amenaza lo syguiente en el capitulo ally do dize";si;no;con;infinitivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;deuades saber que magicos, phitones, ariolos, agueros e todos estos caminos que aqui vos son defendidos, son manifiestas burlas e engaños e mentiras, inprenssionando a las gentes que los finados fablan e las aues e los sueños e los puntos de tinta e los carbones e suertes e sus semejantes, que es todo manifiesta burla e estraña confusyon, e Dios non quiere que los omnes se den a las burlas e mentiras que los lançan en tales logares donde pierden los cuerpos e las faziendas e las almas, que avn la estrologia que ha mayor fundamiento de cursos e influyençias çelestiales, quanto por esta sçiençia se dize, miente por dos causas;no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"de presumir es que nuestro señor Dios las otras estrellas a ellos non cognosçidas, que alguna influençia fazen, e non las fizo a vano; e ellos judgan lo que saben e ygnoran lo al; de guisa que non les es difiniçion de saber el su saber. E asy por consequencia nuestro señor Dios quiso escusar burlas e mentiras del mundo; pero porque non quededes syn auisaçion buena e verdadera que sea casada con el libre abitrio, sabed que de vos otros mismos syn que ayades de yr a demandar los negoçios a otras nasçiones de vosotros asy como yo so, de vosotros aueredes propheta que en cada tienpo le podedes yr demandar";no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"mayor mente en fecho de sangre. E los testigos son sangre e carne humana, que por solo aquel testimonio tal han de dar cuenta ante nuestro señor Dios; e este temor los tanto carga que non fazen los omnes vnos sobre otros falsos testimonios; pero tu vienes contra mi a me condepnar a muerte por vna manifiesta burla, conuien saber, por suertes de alualaes. Para esto yo te dire como esta burla se esamine; digo tanto, que echando suerte entre ti e Eleazar el saçerdote, qual de vos otros en esta anathema peco, e caera la suerte, quier en ti, quier en Eleazar, e cada vno de vos";no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"Dixole Dalida a Sanson: avn agora me burlaste, e dixesteme mentiras; con de cabo te yo ruego que me digas, viniendo caso, como te prenderian: e dixole: sy tu enboluieres siete crines de mi cabeça con el enxullo; e ella asy lo fizo, e pegole el garote como se non andouiese el enxullo e dixole / como solia: cata";transitivo;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"E como esto ella asy vido, dixole: ¿e como dizes: bien te quiero, non teniendo tu coraçon  comigo?; tres vezes me tienes burlada, que me non tu quieres dezir en que tienes esa tu maxima (grand) fuerça; e como con sus palabras ella todos los dias lo afincaua, fasta lo legar a tentaçion de muerte, ouole de dezir todo su coraçon e dixole: sabe que nouaia non passo sobre la mi cabeza, que yo nazareno";no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"le puso a Lia, dixo entre sy la Rachel: Dios non quiera nin mande que mi hermana en verguença se vea, e dixote: hermana, sy Jacob te dixere tales signas / en tal cosa, tu le responderas tal e tal cosa, porque non te veas en verguença; de guisa que Jacob la burla non sintio fasta la mañana. E como nuestro señor Dios non quiere que ninguna buena obra quede syn gualardon, non enbargante que los reyes auian de seer del tribu de Juda e non de Benjamin, pero bien por este mismo fecho quisole de su generaçion dar va rey, el primero que en Israel ouiese.";no;;;;;;
