BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"el effecto de su arte y encantamiento, * y ansí me avisaban que me  guardasse y viviesse recatado, porque eran poderosas en pervertir los hombres y aun en convertirlos en bestias y piedras si querían; y aunque en la verdad en alguna manera me escandalizasse, holgué en ser avisado, porque la moçedad, como es regoçijada, recibe pasatiempo con semejantes cosas; y también porque yo de mi cogeta * fue affiçionado a semejantes aconteçimientos. Por tanto, iba deseoso de encontrarme con alguna que me encantasse, * y aun iba de voluntad y pensamiento de trocar por alguna parte de aquella arte * el favor del prínçipe y su capitanía; y";no;;;;;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"huido antes, pensando que fuesse urdimbre de Sathanás para me traer por fuerça a la ocasión de ofender; y por el contrario fue muy contenta Beatriz, pensando que se le aparejaba la oportunidad forçosa que yo no podría huir. Y ansí disponiéndonos Arnao todo lo neçesario, tomando la mañana començamos nuestro camino; iba Beatriz muy alegre y regocijada llevándome en su conversaçión, dezía muchos donaires y gentilezas que el amor le enseñaba, debajo de los cuales quería que yo entendiesse lo que tenía en su voluntad, no se atreviendo a descubrirse del todo hasta verse en lugar oportuno que no la corriesse peligro de afrenta, porque le pareçía a ella que yo no respondía a su";no;;;;;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;y porque el duque los defendió hizo tanto daño y mal en esta tierra que...» 18. Como el huésped llegaba aquí dieron a las puertas del mesón golpes con gran furia, y como yo estaba tan deseoso que viniesse Arnao arremetí a las puertas por las abrir, y vile que se quería apear. Regoçijósseme el alma sin comparaçión y di graçias a Dios * por hazerme tan gran merçed. Sentí en Beatriz una tristeza mortal, porque çierto aquella noche esperaba ella hazer anatomía de mi coraçón, por ver qué tenía en él. Luego dimos de çenar a Arnao y se acostó con su muger. Otro día de mañana partimos;si;si;dativo;perfectivo;animado;;alma = animado?
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"cual de hoy más te quiero contar cosas graçiosas y suaves, con que en donaire y plazer passes mejor el trabajo del día. Ofréçesseme, quiero te contar, agora un suave y graçioso convite, una opulenta y admirable copiosidad de una missa nueva, en que siendo clérigo en un tiempo me hallé. Dezirte he tanto regocijo de aquellos clérigos, tanto canto, tanto baile, tanta alegría que no se puede encareçer más; y después dezirte he una fragosa y arriscada tragedia que calentando el vino las orejas de los abbades suçedió. Confío que con esto saldarás el espanto en que te he puesto hasta aquí. Agora abre la tienda, que";no;;;;;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"regalados se habían de sentar a comer en silla y no un hombre moço y robusto como él, que por allí quería comer passeándose, y que si acaso se cansasse, que él se sentaría en aquella tierra sobre su capa. Respondióle Aristeneto: «Ansí sea pues te plaze.» Todo esto hazía Alçidamas mostrando querer regoçijar la fiesta y dar plazer a los convidados pensando él de sí mesmo ser graçioso fingiéndose loco y beodo; y ansí rodeaba en pie por todas las mesas mirando por los mejores manjares, como lo hazen los músicos chocarreros en los convites de fiesta; ansí comía Alçidamas donde más le plazía si vía cosa que bien le";transitivo;;;;;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;buena dueña: «Ninguna cosa os diré hasta que en mi casa entréis, porque veo que venís fatigados. Sentaros heis y comeréis, que una hija mía donzella hermosa que aquí tengo os lo guisará y aparejará». * Y como éramos todos moços y nos habló de hija donzella y de comer, todos nos regoçijamos en el coraçón, y ansí entrando la buena vieja en su casa dixo con una voz algo alta cuanto bastaba su natural: «Hija, sal acá, apareja a esta buena gente de comer.» Luego como entramos y nos sentamos en unos poyos que estaban por allí salió una donzella de la más bella hermosura y;si;si;no;perfectivo;animado;;
c1553-1556 VILLALÓN, CRISTÓBAL DE, El Crótalon de Cristóforo Gnofoso [España] [Asunción Rallo, Madrid, Cátedra, 1990] Novela;VILLALÓN, CRISTÓBAL DE;El Crótalon de Cristóforo Gnofoso;c1553-1556;Novela;España;"nos puso uvas y otras frutas muchas y suaves, y de unos muy sabrosos peçes; de que perdiendo el miedo que por la reverençia teníamos a tan alta magestad comimos y bebimos de un preçioso vino cuanto nos fue menester; y después que se levantó la mesa, y la vieja nos vio sosegados, començó a regocijarnos y a demandarnos le contássemos nuestro camino y suçeso; y yo como vi que todos mis compañeros callaban y me dexaban la mano en el hablar, la conté muy por estenso nuestro deseo y cobdiçia con que vivíamos muchos años en la tierra, y nuestra junta y conjuraçión, hasta el estado en que estábamos allí,";transitivo;;;;;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;Juan. Mirad aquel otro bellaco tullido, ¡qué rregozijado va en su caballo y qué gordo le lleba el vellaco!, y esta fiesta pasada quando andaba por las calles a gatas ¡qué bozes tan dolorosas y qué lamentaziones hazía! El intento del ospital que hago en Granada es por meter todos éstos y que no salgan de allí, sino que se les den sus;no;;;;;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;"pues nunca le había dado rremedio—, y porque no se cansase supiese que hera asma, y la difiniçión hera aquélla y se había de curar de tal y tal manera. Y comenzé de dezirlo en latín y declarárselo en rromance. El Baxá se hazía deçir todo lo que pasaba de los intérpretes y estaba tan rregozijado quanto el judío de confuso. Dixo: «No busco en este libro sino que le habéis sacado mucha sangre, porque el cuerpo del hombre no tiene sino 18 libras»; y comenzó de leer ebraico. Yo quando esto vi dixe çiertos versos griegos que en Alcalá había deprendido de Homero, y declaréselos en";no;;;;;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;tema, que la mejor señal que hai para que no se morirá es de que los judíos van todos huyendo y le dexan por muerto sin saver la causa del azidente.» Y mandé traer presto dos cucharadas de aguardiente y hízeselas tomar y díxele que si d'ésta moría me cortasen la cabeza. Estubo bueno y rregozijado aquella noche, que estaba propio para hazer merçedes, y estimó mi consejo en mucho y el ver quán firmemente tenía yo que no hera nada. Sabiendo aquella noche los judíos la mala nueba de que por el presente no quería morirse, helos aquí a la mañana con todo su ajuar, ansí de libros como de;no;;;;;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;a todos quantos me vieron, y dezían unos a otros: «¡O cuitado mezquino d'este christiano que ha perdido a su padre!». En la cozina me dieron un capón asado. Embolvíle en una torta sin quererle comer allí por fingir más soledad y dolor, y fuime a la cámara, harto rregoçijado, y cerreme dentro. Como informaron al mayordomo mayor y al thesorero de mi gran dolor y tristeza, fueron, que no fue poco fabor, con otros diez o doze gentiles hombres a visitarme a mi cámara, y por hazerme más fiesta, quisieron que allí se hiziese un llanto como el otro y;no;;;;;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;Pedro. Pocos hallaréis que os la sepan dezir como yo, que la procuré saver de muchos letrados, y es que pasando Mahoma por un gardín un día vio muchos mançebos que estaban dentro rregoçijándose y saltando y estúbose los mirando un rrato holgándose de verlos y fuese a la mezquita y quando volvió tornó por allí a la tarde y viólos que estaban todos borrachos y dándose muy  cruelmente unos con otros tantas heridas que quasi todos estaban de modo que no podrían escapar sin haber preçedido entr'ellos enimistad ninguna antes que se emborrachasen.;si;si;no;imperfectivo;animado;;
1557-1558 ANÓNIMO, Viaje de Turquía [España] [Marie-Sol Ortola, Madrid, Castalia, 2000] Danza;ANÓNIMO;Viaje de Turquía;1557-1558;Danza;España;Estando los griegos todos muy rregozijados con la buena nueba, paresçió muy mal todo lo hecho a un caballero griego, hombre de quien se hazía mucha quenta, y comenzó de mesarse los cabellos, y con muchas lágrimas y suspiros dezía: «¡Ay de mí, que ésta es la rruina de toda la christiandad! Antes que el emperador Paleólogo;no;;;;;;
1559 MONTEMAYOR, JORGE DE, Los siete libros de la Diana [España] [Juan Montero, Barcelona, Crítica, 1996] Novela;MONTEMAYOR, JORGE DE;Los siete libros de la Diana;1559;Novela;España;"templo a más que a dar la obediencia, y se volviese luego a salir, hasta que el día siguiente pudiesen todos entrar a participar de las cerimonias y sacrificios que entonces hacían. Y la causa desto era porque las pastoras y ninfas quedasen solas y sin ocasión de entender en otra cosa, sino celebrar la fiesta regocijándose unas con otras, cosa que otros muchos años solían hacer; y los pastores fuera del templo, en un verde prado que allí estaba, al resplandor de la nocturna Diana. Pues habiendo entrado las pastoras que digo en el suntuoso templo, después de hechas sus oraciones y de haber ofrecido sus ofrendas delante d";si;si;no;imperfectivo;animado;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;Concediéndoselo, y venidos Argentina y Tolomeo en su presencia, fueron muy bien recebidos, y los padres muy contentos y alegres que fuesen casados. Y así se hicieron las bodas muy solemnes y regocijadas, como a sus estados y honra pertenecían.;no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;y a todos sus amigos y vasallos. A la fin de dos años,  siendo destetado, ordenó el marqués, para darle otro sobresalto mayor y probar su continencia, que se fuese la marquesa con él a caza de monte, adonde se holgaría en extremo de verse con su padre Janícola. Ella, muy contenta y regocijada, aderezóse ricamente, cual a su estado convenía, no dejando a su hijo, como aquella que en extremo grado le quería y amaba.;no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;"Satisfecha la reina, pues ellos eran contentos, hiciéronse las bodas, tan regocijadas y solemnes cuanto a reyes pertenecieron. Encerrándose a la noche los dos en su cámara real, sacóse Gregorio la plancha de oro, que en los pechos llevaba, y, dándola a la reina, para que se la guardase, en tenerla en las manos, cayó de su estado; y, tornando en sí, con";no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;"Ido el mercader, cargó el astucioso hombre su tierra con el talegón; y, llevándolo a casa, él y su mujer, de muy regocijados, se pusieron a contar los dineros, y, de ver que eran cruzados de oro de Portugal, regostáronse con ellos, de tal manera, que, no habiendo sentimiento, se les cayó uno detrás de la caja que estaban contando; y, vueltos en el talegón como se estaban, alzólos la mujer.";no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;Viniéndose el tiratierra a su casa alegre y regocijado, por verse señor de dineros y de asno, y de mujer nueva, salió la mujer a recebirle, diciendo:;no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;"Acrio, rey de Polonia, vivía muy alegre, y regocijado y contento, por haber casado con la hermosa infanta Olimpa; y mucho más de verse dotado de hermosura y dispusición cuanto posible fuese, que, a su parecer, no había hombre que con él se igualase; tanto, que, alabándose de ello un día delante de Redulfo, romano, muy familiar criado suyo,";no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;El rey, regocijado con la venida de Octavio, mandó que le aposentasen en su palacio, en un alegre y espacioso aposento, adonde el hermano no dejaba de darle  todos los pasatiempos del mundo. Pero a Octavio el pensamiento de cómo había dejado a su mujer se los digería en todo pesar y tristeza, no siendo parte los;no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;", estando jugando, no había querido acudir a la asignada hora, habiéndole  enviado a llamar con una criada por dos o tres veces. Con este espectáculo y competencia, Octavio tornó de triste, muy alegre, y en breves días recobró la salud y el mismo ser que había perdido; por do Redulfo, muy regocijado, dijo al rey que ya su hermano estaba bueno y en dispusición para gozar de su vista toda hora y cuando su Alteza mandase.";no;;;;;;
1566 TIMONEDA, JUAN DE, El Patrañuelo [España] [Mª Pilar Cuartero Sancho, Madrid, Espasa-Calpe, 1990] Relatos;TIMONEDA, JUAN DE;El Patrañuelo;1566;Relatos;España;"Y, ataviando a Rosina de riquísimas ropas y joyas, se embarcaron para Barcelona, a do, dándose a conocer a sus padres, fueron muy bien recebidos; y, de allí a pocos días, celebradas sus bodas con alegre y suntuoso regocijo.";no;;;;;;
