"BIBLIOGRAFÍA";"AUTOR";"TÍTULO";"FECHA";"TEMA";"PAÍS";"CONCORDANCIA"
"1976 LAÍN ENTRALGO, PEDRO, Descargo de conciencia (1930-1960) [España] [Madrid, Alianza, 1989] Testimonios varios";"LAÍN ENTRALGO, PEDRO";"Descargo de conciencia (1930-1960)";1976;"Testimonios varios";"España";", hablo tan sólo de Luis Rosales , Gonzalo Torrente y yo , ¿ qué fue , mejor , que debió ser el acto en cuestión ? ¿ Sólo motivo de hilaridad , suceso teatral que después de todo no nos afectaba , porque con la risa misma nos habíamos distanciado de él , hasta dejarlo lejos de nuestra responsabilidad ? Asistiendo a la así reída ceremonia , ¿ no habíamos participado en ella como actores , mientras España se desangraba ? Puestos en la ocasión de hacerlo , ¿ asistiríamos hoy a un acto semejante ? Graves interrogaciones que más de una vez me he dirigido a mí mismo y que con acrecida gravedad , pese a la lejanía del suceso , vuelven a levantarse en"
"1976 LAÍN ENTRALGO, PEDRO, Descargo de conciencia (1930-1960) [España] [Madrid, Alianza, 1989] Testimonios varios";"LAÍN ENTRALGO, PEDRO";"Descargo de conciencia (1930-1960)";1976;"Testimonios varios";"España";"El autor : « No , no era posible . Pero , a pesar de todo , ríete de mí , yo esperaba , seguía esperando ... »"
"1976 LAÍN ENTRALGO, PEDRO, Descargo de conciencia (1930-1960) [España] [Madrid, Alianza, 1989] Testimonios varios";"LAÍN ENTRALGO, PEDRO";"Descargo de conciencia (1930-1960)";1976;"Testimonios varios";"España";"ayer a hoy , hijo mío . A su edad , mi pasión era desnudar mujeres ; mientras que , por lo visto , la de usted es vestirlas » . Aquel conflicto que un día se planteó en Salamanca , porque iba a ser representada allí una pieza autorizada sólo « para ciudades industriales » ... El anecdotario sería inacabable . Pero reírse de una realidad que uno considera social o nacionalmente vejatoria , ¿ justifica éticamente a quien se ríe ? ¿ Puede eximirle de cumplir otros deberes más graves , como la acción reformadora o la pública y seria denuncia ?"
"1976 LAÍN ENTRALGO, PEDRO, Descargo de conciencia (1930-1960) [España] [Madrid, Alianza, 1989] Testimonios varios";"LAÍN ENTRALGO, PEDRO";"Descargo de conciencia (1930-1960)";1976;"Testimonios varios";"España";", por lo visto , la de usted es vestirlas » . Aquel conflicto que un día se planteó en Salamanca , porque iba a ser representada allí una pieza autorizada sólo « para ciudades industriales » ... El anecdotario sería inacabable . Pero reírse de una realidad que uno considera social o nacionalmente vejatoria , ¿ justifica éticamente a quien se ríe ? ¿ Puede eximirle de cumplir otros deberes más graves , como la acción reformadora o la pública y seria denuncia ?"
"1976 SALOM, JAIME, La piel del limón [España] [Zatlin Boring, Phyllis, Salamanca, Almar, 1980] Teatro";"SALOM, JAIME";"La piel del limón";1976;"Teatro";"España";"Narciso.— Del mundo, del mundo. (Ríen los tres. Aparece Alejandra con una botella). Alejandra, ¿qué te parece esta familia de chiflados?"
"1976 SALOM, JAIME, La piel del limón [España] [Zatlin Boring, Phyllis, Salamanca, Almar, 1980] Teatro";"SALOM, JAIME";"La piel del limón";1976;"Teatro";"España";"Alejandra.— (Riendo). No, tío Narciso, por favor."
"1976 SALOM, JAIME, La piel del limón [España] [Zatlin Boring, Phyllis, Salamanca, Almar, 1980] Teatro";"SALOM, JAIME";"La piel del limón";1976;"Teatro";"España";"Ernestina.— Me río yo de vuestros negocios. Un pretexto para hacer lo que os conviene."
"1976 SALOM, JAIME, La piel del limón [España] [Zatlin Boring, Phyllis, Salamanca, Almar, 1980] Teatro";"SALOM, JAIME";"La piel del limón";1976;"Teatro";"España";"Bárbara.— Se las compondrán bien sin ti, ya verás. No pueden quejarse, te han disfrutado muchos años. Mi madre dice que toda mujer debe saber renunciar en un momento u otro de su vida. No te rías, es una loca, pero tiene una gran experiencia."
"1976 HERRERA, ELOY, Un cero a la izquierda [España] [Madrid, Vasallo de Mumbert, 1978] Teatro";"HERRERA, ELOY";"Un cero a la izquierda";1976;"Teatro";"España";"POLI.— (Ríe.) Pues nada, a su cargo lo dejo y muchas gracias. Ya le pagaremos algún día lo que hoy hace por nosotras."
"1976 HERRERA, ELOY, Un cero a la izquierda [España] [Madrid, Vasallo de Mumbert, 1978] Teatro";"HERRERA, ELOY";"Un cero a la izquierda";1976;"Teatro";"España";"ALFONSO.— Mira, Poli, no me hagas reír. Así que según tú.... o según tus predicadores, estáis creando unos modos nuevos, ¿no es eso?"
"1976 HERRERA, ELOY, Un cero a la izquierda [España] [Madrid, Vasallo de Mumbert, 1978] Teatro";"HERRERA, ELOY";"Un cero a la izquierda";1976;"Teatro";"España";"ALFONSO.— ¡La Unión y el Fénix será!... (Ríe.)"
"01/08/1976 , El País, 01/08/1976 [España] [Madrid, Diario El País, S.A., 01/08/1976] Cine y vídeo";;"El País, 01/08/1976";"1/8/76";"Cine y vídeo";"España";"los directores que empezaron a hacer alguna cosa buena, pero esporádica, porque no se podía. Y ahora, sin embargo, en este último tiempo asistimos a un auténtico renacimiento del cine español. Y es que hay una cópula indestructible entre los criterios de la censura y los sueños de los creadores. Somos muy frágiles —ríe—, como un castillo de naipes. Un mero cambio de un funcionario, y... Por otra parte, creo que el futuro del cine va a ser distinto. Va entrar en la intimidad, que es una conquista propiciada por ese invento que es la cinta magnética. Claro que el cine mismo cambiará, con las películas"
"1976 PANERO, LEOPOLDO MARÍA, El lugar del hijo [España] [Barcelona, Tusquets, 1985] Relatos";"PANERO, LEOPOLDO MARÍA";"El lugar del hijo";1976;"Relatos";"España";"asombro. La abracé, con miedo, porque yo era al fin un extraño. Ella me devolvió el abrazo y me invitó a entrar, con palabras banales y una sonrisa. Ya dentro, tardé en hablar, pero cuando lo hice fue sin parar, feliz en el habla porque en ella me olvidaba. Recuerdo que rió alguna que otra vez."
"1976 PANERO, LEOPOLDO MARÍA, El lugar del hijo [España] [Barcelona, Tusquets, 1985] Relatos";"PANERO, LEOPOLDO MARÍA";"El lugar del hijo";1976;"Relatos";"España";"vi en esa facha masticando con codicia unos huesos que recordaba habían sido antes yo, y extrayendo con delicia su tuétano para también devorarlo. Pero lo extraño era que sentía aquello yo también como una voluptuosidad —unas enormes carcajadas servían de coro e inquietud; y pensé —en mi sueño— que era yo quien me reía de mí mismo, y de mi muerte: todo ocurría en las márgenes de un río."
"1976 PANERO, LEOPOLDO MARÍA, El lugar del hijo [España] [Barcelona, Tusquets, 1985] Relatos";"PANERO, LEOPOLDO MARÍA";"El lugar del hijo";1976;"Relatos";"España";"por otra parte, como me gustaba a mí (quizá por recordarme algún lejano horóscopo sumero-acádico), pensé que también le gustaría a la que él llamaba madre. Pero, cuando se lo entregué al niño —en un instante en que Cristina no estaba delante, habiendo salido para traerle su propio regalo— éste se echó a reír con aquella risa suya tan parecida a ese misterium iniquitatis que es la risa en sí misma, uno de los sinónimos del mal. Y en seguida me escupió a mí levemente, y escupió también sobre la cabra, o la sirena. Iba a regañarle y a compartir luego mi indignación con mi mujer, cuando ésta entró"
"1976 PANERO, LEOPOLDO MARÍA, El lugar del hijo [España] [Barcelona, Tusquets, 1985] Relatos";"PANERO, LEOPOLDO MARÍA";"El lugar del hijo";1976;"Relatos";"España";"mente, cada vez más ridículo, y más irritante. Pero ya no podía decirle nada a mi mujer, era inútil, y peor. De manera que al día siguiente hice lo único que estaba en mi mano hacer: le hable a él directamente, mostrándole la botella con miedo y con cólera; y él entonces volvió a reírse, a reírse con una risa ronca, como si quisiera evitar que Cristina le oyera, como si quisiera por todos los medios aislarme de todo y de todos, para mejor destruir así mi cabeza."
"1976 ANÓNIMO, Congelar en casa [España] [Madrid, Espasa Calpe, 1976] Asuntos domésticos";"ANÓNIMO";"Congelar en casa";1976;"Asuntos domésticos";"España";"Es interesante traer aquí un bello y extraordinario suceso, que obviamente no necesita comentario, acaecido en 1901. En dicha fecha se halló un mamut a orillas del Berezovka, afluente del Kolima (río de Siberia). Era un macho joven de tres metros de longitud, dos de altura y dos toneladas de peso que había vivido hacía miles y miles de años. No obstante el larguísimo tiempo transcurrido bajo los hielos, su carne era musculosa, veteada de grasa, parecía carne fresca de vaca o de caballo. Este"
"1976 MARTÍN GAITE, CARMEN, Fragmentos de interior [España] [Barcelona, Destino, 1994] Novela";"MARTÍN GAITE, CARMEN";"Fragmentos de interior";1976;"Novela";"España";"no hacía caso de los hombres. Y tardó en conocerme lo menos quince días, pero dice que me llamaba por las noches a solas y me escribía cartas que él mismo se sorprendía de no atreverse a mandar, me las enseñó luego, son cosas que sólo pueden pasar en Portugal, dice que por una parte se reía pero que por otra le fascinaba. Y un día estaba yo leyendo en el parque y él se sentó enfrente y me miraba tanto y con tanta intensidad que me tuve que levantar y marcharme, pero notaba que venía detrás y hasta la mañana en que me lo presentó Luis ya no pude desear otra cosa más que"
"1976 MARTÍN GAITE, CARMEN, Fragmentos de interior [España] [Barcelona, Destino, 1994] Novela";"MARTÍN GAITE, CARMEN";"Fragmentos de interior";1976;"Novela";"España";"Víctor se echó a reír."
"1976 MARTÍN GAITE, CARMEN, Fragmentos de interior [España] [Barcelona, Destino, 1994] Novela";"MARTÍN GAITE, CARMEN";"Fragmentos de interior";1976;"Novela";"España";"Pura se echó a reír."
"1976 MARTÍN GAITE, CARMEN, Fragmentos de interior [España] [Barcelona, Destino, 1994] Novela";"MARTÍN GAITE, CARMEN";"Fragmentos de interior";1976;"Novela";"España";"Isabel se echó a reír."
"1976 ALBERTI, RAFAEL, Noche de guerra en el museo del Prado [España] [Madrid, Cuadernos para el Diálogo, 1976] Teatro";"ALBERTI, RAFAEL";"Noche de guerra en el museo del Prado";1976;"Teatro";"España";"Voz de las Viejas 1, 2, y 3 (riendo, hasta llegar a la estridencia) ¡Ji, ji, ji! ¡Ji, ji, ji! ¡Ji, ji, ji!"
"1976 ALBERTI, RAFAEL, Noche de guerra en el museo del Prado [España] [Madrid, Cuadernos para el Diálogo, 1976] Teatro";"ALBERTI, RAFAEL";"Noche de guerra en el museo del Prado";1976;"Teatro";"España";"Autor (mientras el cuadro desaparece) Ríen, ríen, ríen las viejas a los conjuros misteriosos de su jefe..."
"1976 ALBERTI, RAFAEL, Noche de guerra en el museo del Prado [España] [Madrid, Cuadernos para el Diálogo, 1976] Teatro";"ALBERTI, RAFAEL";"Noche de guerra en el museo del Prado";1976;"Teatro";"España";"Autor (mientras el cuadro desaparece) Ríen, ríen, ríen las viejas a los conjuros misteriosos de su jefe..."
"1976 ALBERTI, RAFAEL, Noche de guerra en el museo del Prado [España] [Madrid, Cuadernos para el Diálogo, 1976] Teatro";"ALBERTI, RAFAEL";"Noche de guerra en el museo del Prado";1976;"Teatro";"España";"Autor (mientras el cuadro desaparece) Ríen, ríen, ríen las viejas a los conjuros misteriosos de su jefe..."
"1977 NINYOLES, RAFAEL, Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica [España] [Madrid, Cambio 16, 1977] Lingüística y lenguaje";"NINYOLES, RAFAEL";"Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica";1977;"Lingüística y lenguaje";"España";". Esta actitud de doble rechazo ha cubierto una parte substancial del teatro costumbrista del siglo XIX y pervive en los modernos medios de difusión. También en Galicia un grupo de humoristas (Xan das Bolas, Joselito, etc.) utilizaron las  dificultades del campesino para hablar el castellano en los ambientes «cultos», a fin de hacer reír al público."
"1977 NINYOLES, RAFAEL, Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica [España] [Madrid, Cambio 16, 1977] Lingüística y lenguaje";"NINYOLES, RAFAEL";"Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica";1977;"Lingüística y lenguaje";"España";"la anécdota, para que parezca natural, debe ser relatada en el dialecto que los blancos atribuyen a los negros y que, según se cree, es típico de los últimos. Los personajes blancos, en notable contraste con los negros, hablan de manera más pulida y altisonante. Los rasgos de la vida negra que hacen reír a los blancos son significativos, pues son los rasgos considerados distintivos. El actor de rostro negro es distinto, se encuentra alejado de los blancos, que no tiene derecho a su simpatía; por tanto, se puede reír de él. Incluso su vida moral deviene objeto de chistes obscenos."
"1977 NINYOLES, RAFAEL, Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica [España] [Madrid, Cambio 16, 1977] Lingüística y lenguaje";"NINYOLES, RAFAEL";"Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica";1977;"Lingüística y lenguaje";"España";"los negros, hablan de manera más pulida y altisonante. Los rasgos de la vida negra que hacen reír a los blancos son significativos, pues son los rasgos considerados distintivos. El actor de rostro negro es distinto, se encuentra alejado de los blancos, que no tiene derecho a su simpatía; por tanto, se puede reír de él. Incluso su vida moral deviene objeto de chistes obscenos."
"1977 NINYOLES, RAFAEL, Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica [España] [Madrid, Cambio 16, 1977] Lingüística y lenguaje";"NINYOLES, RAFAEL";"Cuatro idiomas para un Estado. El castellano y los conflictos lingüísticos en la España periférica";1977;"Lingüística y lenguaje";"España";"No deja de ser significativo que Milà Fontanals —que presidió la reinstauración de los Juegos Florales en Barcelona (1959)— hiciese pública su satisfacción por el hecho de que, durante la primera sesión, «se hubiese hablado tres horas en catalán y nadie se había reído»."
"27/09/1977 , El País, 27/09/1977 [España] [Madrid, Diario El País, S.A., 27/09/1977] Música";;"El País, 27/09/1977";"27/9/77";"Música";"España";"Luego dijo que le encantaba la idea de que cantara la milonga con guitarra inglesa, y creo que se ríe de esa polémica que ha vuelto a la radio argentina, sobre la argentinidad. De mí, se discutía si era música argentina o no. Por eso el haber cantado con Susana Rinaldi, que es un monstruo auténtico, en el Olimpia y representando la música argentina, ha sido muy importante para mí. Se trataba de"
"11/09/1977 , El País, 11/09/1977 [España] [Madrid, Diario El País, S.A., 11/09/1977] Escena";;"El País, 11/09/1977";"11/9/77";"Escena";"España";"Así que ésta se queda en un estupendo dúo entre dos grandes actores: Jesús Puente, turbulento, desasosegado, egoísta y rebelde inseguro, frente a Juanjo Menéndez, sereno, tranquilo, egoísta, divertido y tierno. Los dos, en ese mesurado punto de la interpretación que pide reír ""con ellos"" y no ""de ellos"". El punto de madurez de esta relación es sin duda el eje mayor del montaje. Sobre un espacio escénico muy bello de Vicente Vela, un espacio con aire, intimidad y libertad, Angel García Moreno ha concebido un montaje luminoso, clarificador y rítmico. Los actores se escuchan,"
"18/09/1977 , El País, 18/09/1977 [España] [Madrid, Diario El País, S.A., 18/09/1977] Cine y vídeo";;"El País, 18/09/1977";"18/9/77";"Cine y vídeo";"España";"En Otro cine, el fracaso de la jornada vasca hace esperar una nueva proyección de estas películas. Sin embargo, y a nivel popular, Estado de excepción, de Iñaqui Núñez, y Beltxebikeak irrigarraz (Los bolcheviques se ríen), del mismo director, son seguramente las películas que más interés han despertado. Dentro de la misma sección, hay que destacar sin duda la muestra de cine popular filipino Mababangong bangungot (La pesadilla perfumada), de Kidlat Tahjmik, que ya fuera premiada por la crítica en el último Festival Internacional de Berlín."
