EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAIS;ZONA;TIPOLOGIA;NOTAS;CONCORDANCIA;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
568;Usón, Clara: Perseguidoras. Madrid: Alfaguara, 2007.;Usón, Clara;Perseguidoras;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Mi ilusión era hacer llorar a un teatro entero. Actuar con tanta verdad, tal dramatismo que, a su pesar, las personas más encallecidas se vieran seducidas por mi genio, conmovidas por la historia que yo encarnaba y... lloraran... A ríos, a mares, sin poder evitarlo... No me interesaba hacer reír al público o simplemente entretenerlo, yo quería transformarlo con mi interpretación, que en su vida hubiera un antes y un después de la dura pero catártica experiencia de verme a mí sobre las tablas de un escenario representando La gaviota, o a la Nora de Casa de muñecas, o (también, pese al;si;no;;;;causativa;
570;Vallejo, Javier: «Cabaré Ollé». El País.com. Babelia. Madrid: elpais.com/babelia, 2007-02-03.;Vallejo, Javier;El País.com. Babelia;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;oro en la arena del lenguaje desgastado. Joan Barril y Joan Ollé, sus autores, han compuesto una partitura de cuarenta textos breves, pizpiretos y esdrújulos, que entretienen y estimulan a seguir jugando al salir del teatro. No hay comedia ni drama en este pasatiempo luminoso, escenificado con buen gusto y llaneza: hace reír apenas, pero provoca bienestar general y una sonrisa homeopática. Ollé y Ester Nadal lo han codirigido de modo que no se decante ni decaiga: está en equilibrio permanentemente inestable.;si;no;;;;causativa;
572;Vázquez-Rial, Horacio: «El antisemitismo de Mussolini». Libertad Digital. Historia. Madrid: historia.libertaddigital.com, 2009-11-25.;Vázquez-Rial, Horacio;Libertad Digital. Historia;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;Periodicidad: semanal;"vienen en un recuadro al margen de la nota principal (""El cerebro del Duce en eBay""), dos frases tremendas que la Petacci registra como proferidas por Mussolini: ""Yo ya era racista en 1921. No sé cómo pueden pensar que imito a Hitler, que no había nacido todavía. Me hacen reír"", reza la primera. Y la segunda: ""Estos asquerosos judíos, hay que destruirlos a todos. Haré una matanza como han hecho los turcos. Son carroña, enemigos y cobardes"".";si;no;;;;causativa;
580;Vidal-Folch, Ignacio: «Humor militar». Noche sobre noche. Barcelona: Ediciones Destino, 2009.;Vidal-Folch, Ignacio;Noche sobre noche;2009;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;Este chiste, modesto hito del humor negro, lleva décadas circulando por España y siempre hace reír, o sonreír, a toda clase de audiencias.;si;no;;;;causativa;
588;Vílchez, Manolo: «Todos participamos en la vuelta». elmundo.es. Natura. Madrid: elmundo.es/natura, 2009-09-08.;Vílchez, Manolo;elmundo.es. Natura;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;NA;NA;NA;vueltas, yo me quedo con los mejores en valores sociales. Uno de ellos es Álvaro Neil, abogado metido a payaso de nombre artístico Biciclown ('www.biciclown.com') y que montado sobre su máquina verde lleva ya más de cuatro años, 54 países y más de 65.000 kilómetros dando la vuelta al mundo y haciendo reír a todo el que puede.;si;no;;;;causativa;
106;"Astorga, Antonio: «Alfredo Bryce: ""El humor irónico nos hace más humanos y menos capaces de creer en fanatismos""». ABC.es. Madrid: abc.es, 2006-11-21.";Astorga, Antonio;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Los humoristas suelen tener un lado muy triste, sobre todo los irónicos, ""porque están desmontando totalmente el universo"", escruta Bryce, que distingue dos tipos de humor: ""El de Quevedo -un humor que se ríe de los defectos del otro, de la caída del otro, del dolor de otro- y el de Cervantes, que se ríe de las virtudes del Quijote y jamás de sus defectos. El humor irónico nos hace más tolerantes, más humanos y nos hace menos capaces de creer en fanatismos,";cita;;;;;;
116;Ayuso, Rocío: «REPORTAJE. ¿Por qué no le vemos la gracia?». El País.com. Cine. Madrid: elpais.com/diario/cine, 2009-09-04.;Ayuso, Rocío;El País.com. Cine;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: semanal;'Hazme reír' ahonda en el humor típico americano alejado del público europeo;cita;;;;;;
125;Belinchón, Gregorio: «La comedia en cine, un plato sin condimentos». El País.com. Babelia. Madrid: elpais.com/babelia, 2009-08-15.;Belinchón, Gregorio;El País.com. Babelia;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;comedia inteligente ha emprendido su propio camino, con un profuso listado de creadores que han encontrado allí su refugio contra la mediocridad, en el cine, entre la avalancha de comedias desmadradas, Apatow ha dado un poco de calidad en un panorama desalentador. No tanto como director, con Virgen a los 40, Lío embarazoso o Hazme reír (que estrena el 4 de septiembre en España), como con su labor de productor y alma máter de filmes como Zohan: licencia para peinar (la mejor explicación que se ha dado del conflicto de Oriente Próximo), Superfumados, Pasados de vueltas, Paso de ti, No tan duro de pelar, El reportero;cita;;;;;;
127;"Belmonte, Rosa: «""Casino Royale"": James Bond, demasiado Bond». ABC.es. Madrid: abc.es, 2006-11-21.";Belmonte, Rosa;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;Para Caterina Murino, la rutilante e italiana chica Bond, esta entrega muestra a un 007 para mujeres. Será por el ceñido bañador, por el cuerpo que lo acompaña y porque el espía al servicio de Su Graciosa Majestad se muestra vulnerable. Igual que en su día se dijo aquello de Garbo ríe, ahora se podría decir que Bond se enamora, aunque no de Solange, quien interpreta Murino, sino de Eva Green. En la película, Vesper Lynd, una de Hacienda que el Gobierno británico pone a Bond para que le eche un ojo con la pasta. Es decir, con el dinero que le dejan para jugar a;cita;;;;;;
133;Blesa, Túa: «Carrera del fruto. Juan Carlos Reche». Elmundo.es. El Cultural. Madrid: elcultural.es, 2007-01-04.;Blesa, Túa;Elmundo.es. El Cultural;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"La carrera de estos versos de Juan Carlos Reche (Córdoba, 1976) da como fruto la figura de un ouroboros, donde dos opuestos, lo poético y lo coloquial, se unen indisolublemente hasta llegar a un todo único, una serpiente que se muerde la cola y encierra esta pequeña joya (""Y si la seriedad se ríe, dad / un bastonazo a la serpiente""). Porque ""lo asignado al pájaro / le ocurre también a los aviones"". Frases hechas y chistes, contrastando con vocabulario e imágenes tradicionalmente poéticas, prestan al libro originalidad. No ofrecen disonancia expresiones como ""salta la liebre"", ""pillé""";cita;;;;;;
148;Caralt, David: Agualuz. De pirotecnias a mundos flotantes: visiones de Carles Buïgas. Madrid: Siruela, 2010.;Caralt, David;Agualuz. De pirotecnias a mundos flotantes: visiones de Carles Buïgas;2010;Primera edición;No ficción;Escrito;Libro;Artes, cultura y espectáculos;España;NA;NA;NA;"Hacia 1890, un cronista escribe: ""Lo que está más alejado de la razón, lo que más se ríe de las leyes de la gravitación, es lo que entusiasma a las multitudes de Coney Island"". Para nuestro caso resulta interesante fijarse en el procedimiento adoptado entonces para resolver el espacio insuficiente de playa ante el descomunal número de personas. La línea de costa total y la superficie de arena eran limitadas para absorber en un";cita;;;;;;
184;Cuéllar, Alberto: «Fallece en Barcelona el presentador Jordi Estadella». El Mundo.es. Madrid: elmundo.es, 2010-05-01.;Cuéllar, Alberto;El Mundo.es;2010;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;En 1990 saltó a TVE, donde se puso al frente de 'No te rías que es peor' hasta 1991. Fue entonces cuando presentó, de 1991 a 1993, 'Un, dos, tres... responda otra vez', el espacio que le convirtió en una de las caras más populares de la época. En 1994 pasó a La2 para presentar el espacio de entrevistas y tertulia 'Esto;cita;;;;;;
285;Gosálvez, Patricia: «Aquí no hay Sant Jordi». El País.com. Madrid: elpais.com, 2007-04-23.;Gosálvez, Patricia;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;16.00. Y tú con qué te ríes, Café Gijón (Recoletos, 21). 16.30. El día que fui mayor, Café Central (plaza del Ángel, 10). 17.00. Cosas que nunca dirías en una mesa redonda, Café Comercial (glorieta de Bilbao).;cita;;;;;;
325;"Lavilla, Quique; Ortega, Miguel A.: «Madrid se da un atracón de literatura y música». Elmundo.es. Madrid: elmundo.es, 2007-04-24.";"Lavilla, Quique; Ortega, Miguel A.";Elmundo.es;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"¿Y tú con qué te ríes?', ése era el título de la charla. ""Hacer reír con un libro es una de las cosas más difíciles de conseguir"", afirmó Martín Casariego. Silva señaló que el humor es la mejor herramienta de la que disponemos frente a las adversidades, y Ángela Vallvey destacó ""la menor tendencia de las mujeres a hacer";cita;;;;;;
264;García Simón, Agustín: «A la vuelta del camino. Empezar en el Sur». Cuando leas esta carta, yo habré muerto. Madrid: Ediciones Siruela, 2009.;García Simón, Agustín;Cuando leas esta carta, yo habré muerto;2009;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;tu presbicia va camino De cataratas. Yo que tú me lo haría mirar. Ya veremos quién pesca la corvina Y ríe la última.;frase hecha;;;;;;
36;«Miguel ángel Solá y Blanca Oteyza vuelven a escena». Artez. Bilbao: artezblai.com/artez, 2010-04.;NA;Artez;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: mensual;, sin prejuicios, ni preconceptos, ni humillaciones, ni miedos, ni desgarros tortuosos, iniciará un viaje al corazón abierto del teatro. La obra trata del infinito placer de comprobar que la realidad y la verdad no son la misma cosa, y de cómo se puede volver a dialogar, emocionar y reír con quien se supone dejó de ser realidad, porque puede traerle cuantas veces quiera. Todo ello se hace posible gracias al amor y al teatro.;no;;;;;;impersonal refleja
47;«Un coro imprescindible». El País.com. Babelia. Madrid: elpais.com/babelia, 2007-05-26.;NA;El País.com. Babelia;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;(Congo-Brazzaville, 1937). A pesar de ocupar altos puestos políticos en su país de origen, su narrativa gira en torno a la crítica y sátira sociopolítica, a la figura del dictador o de los políticos corruptos, oportunistas que se caracterizan por el despotismo, el nepotismo y el clientelismo, tanto en su clásica novela Reír y llorar (Ediciones del Bronce) como en Caso cerrado (El Cobre).;no;;;;;;
260;García Escudero, María del Carmen: «El arco iris en la cosmovisión prehispánica centroandina». Gazeta de Antropología. Granada: ugr.es/~pwlac, 2007.;García Escudero, María del Carmen;Gazeta de Antropología;2007;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;Periodicidad: anual;"profiláctica los nativos: ""quando ves levantarse el arco en el cielo, adorasle, echando de tus orines, y regando con ellos, y poniendote tierra en las narices, porque no te entre en las tripas, y barriga"" (Polia 1994: 199). En su presencia no se podía reír, ni abrir la boca para no adquirir caries o piorrea. Además, las mujeres no podían pasar por debajo del arco, ni descansar en sitios donde se aparecía el pie del Arco, para evitar bebés muertos o monstruos. Consecuentemente, se poseía la idea de que el Arco del cielo podía embarazar";no;;;;;;impersonal refleja
484;Puértolas, Soledad: «Regatas». Compañeras de viaje. Barcelona: Anagrama, 2010.;Puértolas, Soledad;Compañeras de viaje;2010;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;la relación entre el tiempo total que hacía cada tripulación y las dimensiones del barco- y que la regata no se resolvía hasta hacer, ya terminada, los cálculos sobre el papel, le comenté que tendría su gracia que al final ganásemos a causa del rating. T;no;;;;;;
198;Del Río, Paloma: «Pensaba hablar de rítmica». Triple Axel. www.blog.rtve.es/tripleaxel: blog.rtve.es/tripleaxel, 2010-10-03.;Del Río, Paloma;Triple Axel;2010;Fecha de escritura;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;Pienso a veces, si ha merecido la pena terminar así. Yo he visto a Ekaterina y Elena disfrutar, reírse juntas, salir del pabellón de Viena durante un mundial y pasear juntas por la calle, sin que nadie las viera ni siguiera (era muy tarde), eran amigas, confidentes, y parecían a gusto.;si;si;no;infinitivo;animado;semicausativa;
298;Hernández Díaz, María Teresa: «Mis ex suegros». Crónica de un adosado. Madrid: Luarna, 2010.;Hernández Díaz, María Teresa;Crónica de un adosado;2010;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;"se accionaba y a la par emitía las primeras notas de la marsellesa, así, sin venir a cuento. Mi hijo y yo nos quedamos totalmente descolocados y lucimos una sonrisa estúpida pero mi padre, ante lo absurdo del regalito, cómo lo podría yo explicar, pues ¡que hacía tiempo que no le veía reír con tantas ganas!, se partía de risa cada vez que encendía el mechero. Continuamente nos decía ""¿quieres fuego?"" o ""¿un pitillo?"" y le atizaba yesca delante de nuestras narices a punto de desternillarse. Mis ex suegros lo tomaron como un cumplido y pensaron que le había encantado el presente y";si;no;no;infinitivo;animado;semicausativa;
405;Merino, José María: El lugar sin culpa. Madrid: Alfaguara, 2007.;Merino, José María;El lugar sin culpa;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;conjuro capaz de suscitar esta reacción, este desdoblamiento del teniente que la sigue abrazando con fuerza pero con delicadeza y que murmura me encanta usted, doctora, tiene que perdonarme, usted es lo único decente en esta mierda de isla, voy a ese cuchitril cada noche sólo por verla, por oírla reír, por escuchar su voz, lo de esa chica es un mal rollo que vengo arrastrando por puro aburrimiento, entre nosotros no hay nada más que los celos de ese tío loco.;si;no;no;infinitivo;animado;semicausativa;
427;Nieves, J. M.: «La muerte de una niña de doce años podría elevar a cuatro el número de víctimas de la gripe aviar en Turquía». ABC.es. Madrid: abc.es, 2006-01-16.;Nieves, J. M.;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Salud;España;NA;NA;NA;número se calcula en millones. Invaden, literalmente, las principales plazas y zonas peatonales, y su población va en continuo aumento. Los habitantes, además, las alimentan y las cuidan, así que se acercan a las personas sin temor y en bandadas enormes. No es raro, por ejemplo, ver a un niño riendo, con una docena de palomas posadas por todo el cuerpo y rodeado de varios centenares más. Las autoridades, preguntadas por ABC, callan. No saben bien qué decir. Y son muchos los padres que, por si acaso, han quitado también este juguete a los más pequeños. Y a ellos, quizá, de la lotería;si;no;no;gerundio;animado;;
